company_id,type,rule_id,text,confidence_pct
INDUSINDBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.8
INDUSINDBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.3
INFY,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,88.0
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79.6
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76.0
IOC,con,CON-13,"No absolute red flag, but ranks in only the 8th percentile of Energy on operating margin",76.8
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,92.2
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.4
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.2
IRCTC,con,CON-13,"No absolute red flag, but ranks in only the 71th percentile of Consumer Discretionary on return on equity",66.6
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89.9
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.8
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.9
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78.3
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.9
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.9
IRFC,con,CON-11,Net debt at 15.5 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
IRFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.0
IRFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,64.8
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.1
IRFC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,70.9
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.8
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.5
ITC,con,CON-13,"No absolute red flag, but ranks in only the 43th percentile of Consumer Staples on 5 year revenue growth",71.1
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ITC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,90.1
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.2
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.7
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.7
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74.4
JINDALSTEL,pro,PRO-13,"Ranks in the 67th percentile of Materials on return on equity, its strongest position relative to sector peers",72.7
JIOFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,94.3
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
JIOFIN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.5
JSWENERGY,con,CON-11,Net debt at 4.6 times EBITDA is a high leverage ratio and limits financial flexibility,72.5
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,61.3
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95.0
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.2
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.6
JSWSTEEL,con,CON-13,"No absolute red flag, but ranks in only the 0th percentile of Materials on debt to equity",78.0
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.6
KOTAKBANK,con,CON-11,Net debt at 5.8 times EBITDA is a high leverage ratio and limits financial flexibility,82.6
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.1
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67.0
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.3
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.7
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.8
LICI,con,CON-13,"No absolute red flag, but ranks in only the 5th percentile of Financials on 5 year revenue growth",77.2
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,83.6
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,91.3
LODHA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
LODHA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.6
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.3
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,92.4
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89.2
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.6
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65.8
M&M,con,CON-13,"No absolute red flag, but ranks in only the 7th percentile of Consumer Discretionary on return on capital employed",76.9
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.3
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.4
MARUTI,con,CON-13,"No absolute red flag, but ranks in only the 21th percentile of Consumer Discretionary on return on equity",74.6
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.0
MOTHERSON,con,CON-13,"No absolute red flag, but ranks in only the 7th percentile of Consumer Discretionary on return on equity",76.9
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,76.0
MOTHERSON,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,62.4
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.7
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.3
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.6
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.9
NESTLEIND,con,CON-13,"No absolute red flag, but ranks in only the 57th percentile of Consumer Staples on debt to equity",68.9
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,84.7
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.9
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.8
NHPC,con,CON-11,Net debt at 6.7 times EBITDA is a high leverage ratio and limits financial flexibility,89.4
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,74.4
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,61.6
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.9
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.6
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.7
NTPC,con,CON-11,Net debt at 4.3 times EBITDA is a high leverage ratio and limits financial flexibility,70.4
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.1
ONGC,con,CON-13,"No absolute red flag, but ranks in only the 31th percentile of Energy on operating margin",73.1
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.6
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,61.8
PFC,con,CON-11,Net debt at 25.3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.5
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.7
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.9
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72.3
PIDILITIND,con,CON-13,"No absolute red flag, but ranks in only the 67th percentile of Materials on return on capital employed",67.3
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.4
PNB,con,CON-13,"No absolute red flag, but ranks in only the 23th percentile of Financials on net profit margin",74.4
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.4
POWERGRID,con,CON-13,"No absolute red flag, but ranks in only the 23th percentile of Energy on 5 year revenue growth",74.3
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.5
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.8
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
RECLTD,con,CON-11,Net debt at 9.2 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.8
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.1
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
RELIANCE,con,CON-13,"No absolute red flag, but ranks in only the 23th percentile of Energy on return on equity",74.3
RELIANCE,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,89.5
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.5
SBILIFE,con,CON-13,"No absolute red flag, but ranks in only the 5th percentile of Financials on operating margin",77.2
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.6
SHREECEM,con,CON-13,"No absolute red flag, but ranks in only the 22th percentile of Materials on return on equity",74.4
SHREECEM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,76.0
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.1
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,62.6
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,100.0
SHRIRAMFIN,con,CON-11,Net debt at 17.7 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.7
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82.0
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.2
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.5
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.0
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.3
SIEMENS,con,CON-13,"No absolute red flag, but ranks in only the 50th percentile of Industrials on return on capital employed",70.0
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.1
SIEMENS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.5
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
SUNPHARMA,con,CON-13,"No absolute red flag, but ranks in only the 33th percentile of Healthcare on operating margin",72.7
SUNPHARMA,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,96.7
SUNPHARMA,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88.9
SUNPHARMA,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,85.1
SUNPHARMA,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.1
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.9
TATACONSUM,con,CON-13,"No absolute red flag, but ranks in only the 14th percentile of Consumer Staples on operating margin",75.7
TATACONSUM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
TATACONSUM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.4
TATACONSUM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0
TATACONSUM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.2
TATACONSUM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,62.6
TATAMOTORS,con,CON-13,"No absolute red flag, but ranks in only the 21th percentile of Consumer Discretionary on debt to equity",74.6
TATAMOTORS,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,88.0
TATAMOTORS,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,82.0
TATAPOWER,con,CON-11,Net debt at 3.5 times EBITDA is a high leverage ratio and limits financial flexibility,63.9
TATAPOWER,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.4
TATASTEEL,con,CON-04,Company reported a net loss in the most recent financial year,100.0
TATASTEEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88.0
TATASTEEL,con,CON-11,Net debt at 3.6 times EBITDA is a high leverage ratio and limits financial flexibility,65.1
TATASTEEL,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,63.7
TATASTEEL,pro,PRO-13,"Ranks in the 44th percentile of Materials on 5 year revenue growth, its strongest position relative to sector peers",69.1
TCS,con,CON-13,"No absolute red flag, but ranks in only the 40th percentile of Information Technology on 5 year revenue growth",71.6
TCS,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
TCS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
TCS,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.7
TECHM,con,CON-07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",80.0
TECHM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
TECHM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.1
TITAN,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
TITAN,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,94.4
TITAN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
TITAN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.7
TITAN,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,74.7
TITAN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.0
TITAN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.5
TORNTPHARM,con,CON-13,"No absolute red flag, but ranks in only the 17th percentile of Healthcare on debt to equity",75.3
TORNTPHARM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.8
TORNTPHARM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,81.2
TORNTPHARM,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.2
TORNTPHARM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,68.0
TRENT,con,CON-13,"No absolute red flag, but ranks in only the 36th percentile of Consumer Discretionary on debt to equity",72.3
TRENT,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
TRENT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,79.5
TVSMOTOR,con,CON-01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,78.3
TVSMOTOR,con,CON-11,Net debt at 4.5 times EBITDA is a high leverage ratio and limits financial flexibility,72.2
TVSMOTOR,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
TVSMOTOR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74.6
TVSMOTOR,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.3
ULTRACEMCO,con,CON-13,"No absolute red flag, but ranks in only the 26th percentile of nan on return on equity",73.8
ULTRACEMCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,100.0
ULTRACEMCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.5
ULTRACEMCO,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.1
ULTRACEMCO,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.8
ULTRACEMCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.3
UNIONBANK,con,CON-01,Debt-to-equity ratio of 12.82 is elevated for a non-financial company and warrants monitoring,100.0
UNIONBANK,con,CON-11,Net debt at 197.7 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
UNIONBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,93.4
UNIONBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.6
UNIONBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,85.0
UNIONBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83.9
